Universidad;Titulo;Tipo;Nota_de_corte;Precio_del_credito
Universidad de La Laguna;Grado en Ingeniería Agrícola y del Medio Rural;Pública / Propio;5.23;14.59
Universidad de La Laguna;Grado en Ingeniería Civil;Pública / Propio;5;14.59
Universidad de La Laguna;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;6.46;14.59
Universidad de La Laguna;Grado en Ingeniería Informática;Pública / Propio;7.37;14.59
Universidad de La Laguna;Grado en Ingeniería Mecánica;Pública / Propio;6.16;14.59
Universidad de La Laguna;Grado en Ingeniería Química Industrial;Pública / Propio;5.19;14.59
Universidad de La Laguna;Grado en Ingeniería Radioelectrónica Naval;Pública / Propio;5.29;14.59
Universidad de La Laguna;Grado en Logopedia;Pública / Propio;5.22;14.59
Universidad de La Laguna;Grado en Maestro en Educación Infantil;Pública / Propio;7.35;10.16
Universidad de La Laguna;Grado en Maestro en Educación Primaria;Pública / Propio;6.53;10.16
Universidad de La Laguna;Grado en Matemáticas;Pública / Propio;8.52;14.59
Universidad de La Laguna;Grado en Medicina;Pública / Propio;12.68;14.59
Universidad de La Laguna;Grado en Náutica y Transporte Marítimo;Pública / Propio;5;14.59
Universidad de La Laguna;Grado en Pedagogía;Pública / Propio;5.11;10.16
Universidad de La Laguna;Grado en Periodismo;Pública / Propio;7.96;10.16
Universidad de La Laguna;Grado en Psicología;Pública / Propio;7.61;14.59
Universidad de La Laguna;Grado en Química;Pública / Propio;5.7;14.59
Universidad de La Laguna;Grado en Relaciones Laborales;Pública / Propio;5.13;10.16
Universidad de La Laguna;Grado en Sociología;Pública / Propio;5.22;10.16
Universidad de La Laguna;Grado en Tecnologías Marinas;Pública / Propio;5;14.59
Universidad de La Laguna;Grado en Trabajo Social;Pública / Propio;6.06;10.16
Universidad de La Laguna;Grado en Turismo;Pública / Propio;6.73;10.16
Universidad de La Rioja;Grado en Administración y Dirección de Empresas;Pública / Propio;5;14.6
Universidad de La Rioja;Grado en Derecho;Pública / Propio;8.08;14.6
Universidad de La Rioja;Grado en Educación Infantil;Pública / Propio;6.52;14.6
Universidad de La Rioja;Grado en Educación Primaria;Pública / Propio;5.8;14.6
Universidad de La Rioja;Grado en Enología;Pública / Propio;6.2;21.21
Universidad de La Rioja;Grado en Estudios Ingleses;Pública / Propio;6.47;14.6
Universidad de La Rioja;Grado en Geografía e Historia;Pública / Propio;5;14.6
Universidad de La Rioja;Grado en Ingeniería Agrícola;Pública / Propio;5;21.21
Universidad de La Rioja;Grado en Ingeniería Eléctrica;Pública / Propio;5;21.21
Universidad de La Rioja;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;21.21
Universidad de La Rioja;Grado en Ingeniería Informática;Pública / Propio;8.9;21.21
Universidad de La Rioja;Grado en Ingeniería Mecánica;Pública / Propio;5;21.21
Universidad de La Rioja;Grado en Lengua y Literatura Hispánica;Pública / Propio;5;14.6
Universidad de La Rioja;Grado en Matemáticas;Pública / Propio;12.27;14.6
Universidad de La Rioja;Grado en Química;Pública / Propio;7.83;21.21
Universidad de La Rioja;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;14.6
Universidad de La Rioja;Grado en Trabajo Social;Pública / Propio;6.51;14.6
Universidad de La Rioja;Grado en Turismo;Pública / Propio;5;14.6
Universidad de Las Palmas de Gran Canaria;Grado en Administración y Dirección de Empresas;Pública / Propio;5;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Arquitectura;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;7.88;12.63
Universidad de Las Palmas de Gran Canaria;Grado en Ciencias del Mar;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Derecho;Pública / Propio;5;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Economía;Pública / Propio;5;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Educación Infantil;Pública / Propio;8.1;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Educación Primaria;Pública / Propio;8.44;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Educación Social;Pública / Propio;8.13;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Enfermería;Pública / Propio;9.65;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Fisioterapia;Pública / Propio;10.49;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Historia;Pública / Propio;5;9.47
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Civil;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Eléctrica;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Organización Industrial;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Tecnología Naval;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería en Tecnologías de la Telecomunicación;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Geomática;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Informática;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Mecánica;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Química;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Ingeniería Química Industrial;Pública / Propio;5;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Lengua Española y Literaturas Hispánicas;Pública / Propio;5;9.47
Universidad de Las Palmas de Gran Canaria;Grado en Lenguas Modernas;Pública / Propio;6.7;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Medicina;Pública / Propio;12.49;14.59
Universidad de Las Palmas de Gran Canaria;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Seguridad y Control de Riesgos;Pública / Propio;5;12.63
Universidad de Las Palmas de Gran Canaria;Grado en Trabajo Social;Pública / Propio;6.74;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Traducción e Interpretación. Inglés- Alemán;Pública / Propio;7.06;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Traducción e Interpretación. Inglés- Francés;Pública / Propio;5.85;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Turismo;Pública / Propio;6.17;10.16
Universidad de Las Palmas de Gran Canaria;Grado en Veterinaria;Pública / Propio;10.68;14.59
Universidad de León;Grado en Administración y Dirección de Empresas;Pública / Propio;5;14.05
Universidad de León;Grado en Biología;Pública / Propio;7.9;18.32
Universidad de León;Grado en Biotecnología;Pública / Propio;11.84;18.32
Universidad de León;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;6.03;19.37
Universidad de León;Grado en Ciencias Ambientales;Pública / Propio;5;18.32
Universidad de León;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;8.97;18.32
Universidad de León;Grado en Comercio Internacional;Pública / Propio;7.63;14.05
Universidad de León;Grado en Derecho;Pública / Propio;5;12.94
Universidad de León;Grado en Economía;Pública / Propio;5;14.05
Universidad de León;Grado en Educación Infantil;Pública / Propio;5.97;15.22
Universidad de León;Grado en Educación Primaria;Pública / Propio;6.18;19.07
Universidad de León;Grado en Educación Social;Pública / Propio;6.25;14.05
Universidad de León;Grado en Enfermería;Pública / Propio;9.94;21.01
Universidad de León;Grado en Filología Moderna. Inglés;Pública / Propio;5;12.94
Universidad de León;Grado en Finanzas;Pública / Propio;5;14.05
Universidad de León;Grado en Fisioterapia;Pública / Propio;8.99;19.37
Universidad de León;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5;12.94
Universidad de León;Grado en Historia;Pública / Propio;5;12.94
Universidad de León;Grado en Historia del Arte;Pública / Propio;5;12.94
Universidad de León;Grado en Información y Documentación;Pública / Propio;5;14.05
Universidad de León;Grado en Ingeniería Aeroespacial;Pública / Propio;11.08;21.01
Universidad de León;Grado en Ingeniería Agraria;Pública / Propio;5;21.01
Universidad de León;Grado en Ingeniería Agraria y del Medio Rural;Pública / Propio;4;21.01
Universidad de León;Grado en Ingeniería Agroalimentaria;Pública / Propio;4;21.01
Universidad de León;Grado en Ingeniería Agroambiental;Pública / Propio;4;21.01
Universidad de León;Grado en Ingeniería de la Energía;Pública / Propio;5;21.01
Universidad de León;Grado en Ingeniería Eléctrica;Pública / Propio;5;21.01
Universidad de León;Grado en Ingeniería en Electrónica Industrial y Automática;Pública / Propio;5;21.01
Universidad de León;Grado en Ingeniería en Geomática y Topografía;Pública / Propio;5;21.01
Universidad de León;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;4;21.01
Universidad de León;Grado en Ingeniería Informática;Pública / Propio;5;21.01
Universidad de León;Grado en Ingeniería Mecánica;Pública / Propio;5;21.01
Universidad de León;Grado en Ingeniería Minera;Pública / Propio;5;21.01
Universidad de León;Grado en Lengua Española y su Literatura;Pública / Propio;5;12.94
Universidad de León;Grado en Marketing e Investigación de Mercados (MIM);Pública / Propio;6.15;14.05
Universidad de León;Grado en Podología;Pública / Propio;4;22.93
Universidad de León;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;14.05
Universidad de León;Grado en Turismo;Pública / Propio;5;12.94
Universidad de León;Grado en Veterinaria;Pública / Propio;10.61;22.93
Universidad de Lleida;Grado en Administración y Dirección de Empresas;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Arquitectura Técnica y Edificación;Pública / Propio;5;35.77
Universidad de Lleida;Grado en Biotecnología;Pública / Propio;8.27;35.77
Universidad de Lleida;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;5.14;35.77
Universidad de Lleida;Grado en Ciencias Biomédicas;Pública / Propio;11.79;39.53
Universidad de Lleida;Grado en Comunicación y Periodismo Audiovisuales;Pública / Propio;5.29;35.77
Universidad de Lleida;Grado en Derecho;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Educación Infantil;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Educación Primaria;Pública / Propio;6.72;25.27
Universidad de Lleida;Grado en Educación Social;Pública / Propio;7.72;25.27
Universidad de Lleida;Grado en Enfermería;Pública / Propio;9.4;39.53
Universidad de Lleida;Grado en Estudios Ingleses;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Filología Catalana y Estudios Occitanos;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Filología Hispánica;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Fisioterapia;Pública / Propio;8.39;39.53
Universidad de Lleida;Grado en Geografía;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Historia;Pública / Propio;5.09;25.27
Universidad de Lleida;Grado en Historia del Arte y Gestión del Patrimonio Artístico;Pública / Propio;5;25.27
Universidad de Lleida;Grado en Ingeniería Agraria y Alimentaria;Pública / Propio;5;39.53
Universidad de Lleida;Grado en Ingeniería de la Energía y Sostenibilidad;Pública / Propio;4;39.53
Universidad de Lleida;Grado en Ingeniería en Electrónica Industrial y Automática;Pública / Propio;4;39.53
Universidad de Lleida;Grado en Ingeniería en Organización Industrial y Logística;Pública / Propio;4;39.53
Universidad de Lleida;Grado en Ingeniería Forestal;Pública / Propio;5;39.53
Universidad de Lleida;Grado en Ingeniería Informática;Pública / Propio;5.71;39.53
Universidad de Lleida;Grado en Ingeniería Mecánica;Pública / Propio;4;39.53
Universidad de Lleida;Grado en Ingeniería Química;Pública / Propio;4;39.53
Universidad de Lleida;Grado en Medicina;Pública / Propio;12.18;39.53
Universidad de Lleida;Grado en Nutrición Humana y Dietética;Pública / Propio;7;35.77
Universidad de Lleida;Grado en Psicología;Pública / Propio;7.93;35.77
Universidad de Lleida;Grado en Técnicas de Interacción Digital y de Computación;Pública / Propio;5;35.77
Universidad de Lleida;Grado en Trabajo Social;Pública / Propio;6.58;25.27
Universidad de Lleida;Grado en Turismo;Pública / Propio;5;25.27
Universidad de Málaga;Grado en Administración y Dirección de Empresas;Pública / Propio;6.99;12.62
Universidad de Málaga;Grado en Bellas Artes;Pública / Propio;9.04;12.62
Universidad de Málaga;Grado en Biología;Pública / Propio;8.2;12.62
Universidad de Málaga;Grado en Bioquímica;Pública / Propio;12.09;12.62
Universidad de Málaga;Grado en Ciencias Ambientales;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Ciencias Gastronómicas y Gestión Hotelera;Pública / Propio;6.11;12.62
Universidad de Málaga;Grado en Comunicación Audiovisual;Pública / Propio;9.15;12.62
Universidad de Málaga;Grado en Criminología;Pública / Propio;9.99;12.62
Universidad de Málaga;Grado en Derecho;Pública / Propio;7.67;12.62
Universidad de Málaga;Grado en Economía;Pública / Propio;6.4;12.62
Universidad de Málaga;Grado en Educación Infantil;Pública / Propio;8.75;12.62
Universidad de Málaga;Grado en Educación Primaria;Pública / Propio;8.87;12.62
Universidad de Málaga;Grado en Educación Social;Pública / Propio;8.07;12.62
Universidad de Málaga;Grado en Enfermería;Pública / Propio;11.33;12.62
Universidad de Málaga;Grado en Estudios de Asia Oriental;Pública / Propio;9;12.62
Universidad de Málaga;Grado en Estudios Ingleses;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Filología Clásica;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Filología Hispánica;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Filosofía;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Finanzas y Contabilidad;Pública / Propio;6;12.62
Universidad de Málaga;Grado en Fisioterapia;Pública / Propio;11.77;12.62
Universidad de Málaga;Grado en Fundamentos de Arquitectura;Pública / Propio;8.49;12.62
Universidad de Málaga;Grado en Geografía y Gestión del Territorio;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Gestión y Administración Pública;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Historia;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Historia del Arte;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Ingeniería de Computadores;Pública / Propio;7.41;12.62
Universidad de Málaga;Grado en Ingeniería de la Energía;Pública / Propio;5;12.62
Universidad de Málaga;Grado en Ingeniería de la Salud;Pública / Propio;8.98;12.62
